time relative to tcryst: 1395490638.8950453 years
r/r_wd                        rho                           c_sound                       N_squared                     v_conv                        B_crit                        r                             pressure                      B_crit_p
1.0                           0.011444978041845452          847040.2111539982             -907.1265760174291            1.0000000000000327e-99        3.792384945480114e-100        0.005850266998883527          5834106135.222048             382919.15569401043            
0.9999972613214843            0.026248497345801734          935360.5004110485             -444.3007102987192            8841.429550617286             5077.84740774241              0.0058502509768829855         17483155882.49255             662872.2596820825             
0.9999960671868839            0.03898122020734734           978211.0041031027             -191.95398307509416           6885.032266270762             4818.796948336496             0.0058502439908767415         29132261272.456745            855671.422900209              
0.9999952630996557            0.05081516143737558           1007155.9690203794            -122.91873974037033           6028.400371154239             4817.299796529766             0.005850239286751766          40781404130.356735            1012397.3908263698            
0.9999946462690654            0.06205963798777133           1027349.1975178481            -90.72632105339166            5501.545061836756             4858.410709794429             0.005850235678128119          52430575730.58442             1147921.6403176214            
0.9999941412003605            0.07385243026669137           1039196.9429352074            -72.22753394695582            5132.992291753559             4944.904854584147             0.005850232723341343          65049005412.398636            1278616.3694460173            
0.9999936461558746            0.08773707274662339           1049543.5875294749            -58.769314239712024           4815.780965934876             5056.653883235165             0.005850229827198924          80223418721.1846              1419941.697113882             
0.9999931321310572            0.1001270624285572            1049720.796414111             -48.26732957542906            4523.581831880182             5074.147885831623             0.005850226820016498          93860424752.93155             1535893.8006688543            
0.9999928496222973            0.11209194390929694           1052622.4849884268            -43.59279837023193            4373.058407794459             5190.120133054423             0.005850225167264823          107055171433.59961            1640301.7773680363            
0.9999924685150394            0.12786494631865591           1049064.5976768665            -38.25367637278193            4178.104682840752             5296.146616059439             0.005850222937685609          124308827800.60794            1767546.7749278909            
0.9999920764670763            0.14172998101011125           1043249.5386185115            -33.754147096213956           3995.6727727578686            5332.436724719441             0.005850220644100349          139620577589.41238            1873245.2713830331            
0.9999918487886247            0.15231417838440314           1045942.0461596596            -31.560839954916887           3904.793193833104             5402.230813607743             0.005850219312120617          151613409701.66278            1952040.110457658             
0.9999916369312783            0.16561321828322115           1054561.9859689027            -29.73998352485963            3832.0554924544804            5528.206024215912             0.005850218072698575          167212101749.21396            2049999.6301397511            
0.9999913249195578            0.17874810240915848           1064759.1306806444            -27.28510794848324            3737.4185227638613            5601.4103001971935            0.005850216247346703          183246914111.01138            2146042.2347459113            
0.9999911312631038            0.18867395020597305           1072224.4368583206            -25.855568241413202           3683.7063897445005            5672.126533948492             0.0058502151144047415         195824010863.30847            2218466.6306702164            
0.999990956008082             0.1980888938480587            1079223.6548803672            -24.610733620732834           3637.7177713387127            5739.367011417659             0.005850214089116071          208113144082.83398            2287018.5387374633            
0.9999907890826818            0.2095878453725595            1088700.401651032             -23.468413860303798           3595.9038917803773            5835.741609390511             0.005850213112557911          223625496227.36545            2370721.773811956             
0.9999905485567848            0.22093765994154085           1100291.684636838             -21.90114460149043            3538.8659201881114            5896.630513055499             0.0058502117054171935         239488280535.11154            2453364.420953329             
0.9999903903591676            0.22922934172322576           1110813.3027794582            -20.925274062608146           3503.9251008110896            5946.957705644342             0.005850210779918894          251479037347.2352             2514032.1338629024            
0.9999902613417747            0.23739068052218168           1122854.0574544691            -20.164980342917417           3477.662703830646             6006.537910781243             0.005850210025132698          263640954393.70523            2574105.647418017             
0.9999901102285601            0.24606745193866206           1137151.4693211452            -19.314113414082883           3449.3216149908476            6065.4874428956555            0.0058502091410800455         276973273191.2468             2638389.2060093633            
0.9999899644438133            0.2534955366881704            1150284.5095892386            -18.530600507833064           3424.0445052055265            6111.242136997283             0.0058502082882003524         288728110739.79047            2693794.5156748476            
0.9999898564186965            0.2597645774922804            1161774.5485399882            -17.971971260434746           3406.512718970621             6154.6719727238205            0.005850207656224577          298905463660.4261             2740860.0237931823            
0.9999897510005853            0.26589604720184357           1173116.9803900924            -17.443083361003325           3390.2042929180107            6197.074855199024             0.00585020703950048           309082820873.8223             2787130.8823347497            
0.9999896480133581            0.273180780533391             1186462.4667353018            -16.940453200114643           3374.8306879884935            6252.907330253276             0.005850206436997703          321465198359.0749             2842411.2377341255            
0.9999895043362045            0.28154742676061234           1201163.7047875985            -16.260609017116355           3353.917412360491             6308.601246789747             0.005850205596447992          336052600308.1562             2906187.028183631             
0.9999893649286136            0.28969962312605096           1214476.5038578634            -15.623407395971311           3333.8938714424116            6361.077222052633             0.005850204780876364          350640010394.1403             2968593.041437482             
0.9999892294439416            0.29765995508290866           1226236.573564397             -15.024520896028534           3314.54279971111              6410.453721422117             0.005850203988254859          365227428383.79535            3029713.921676466             
0.9999890975825051            0.3054484773221745            1236606.1809285346            -14.461135023386246           3295.7502421771865            6456.961648845359             0.005850203216830248          379814854064.67694            3089625.938852622             
0.9999889690833194            0.3130819541882553            1245857.4124261038            -13.931375838737491           3277.5046903938946            6500.956676714714             0.0058502024650757024         394402287239.0278             3148398.1046229093            
0.9999888437171396            0.32011130738933613           1253761.610685799             -13.433421224352962           3259.804275673506             6538.030837093606             0.005850201731650078          408078012694.5174             3202517.61809064              
0.9999887364305139            0.3265673127555485            1260674.1935879055            -13.022451699683263           3244.7911553992903            6573.21802976892              0.0058502011039946724         420842028595.3978             3252216.7521333843            
0.9999886312648492            0.3343546858937003            1268787.128568865             -12.633653699477648           3230.287174284991             6621.399201720185             0.005850200488747455          436498003335.608              3312158.112875361             
0.9999884820035304            0.3434145101581837            1278080.3914010548            -12.104961148578267           3210.0327802020897            6668.431894192477             0.005850199615528888          455045942619.2817             3381797.143979606             
0.9999883366799234            0.3521395573692212            1287025.3558215254            -11.615058657816961           3190.665484129919             6711.871191208548             0.0058501987653469855         473262679291.5953             3448824.212952232             
0.9999882000185257            0.3605451722280484            1295706.8280482288            -11.175971366843443           3172.841302923551             6753.565631607365             0.005850197965841321          491148212347.2984             3513388.80937938              
