time relative to tcryst:  405522486.1541790 years
r/r_wd                        B/B0
0.000801924619085806          0.999999999999995             
0.00160384923817161           0.999999999999995             
0.00240577385725742           0.999999999999995             
0.00320769847634322           0.999999999999996             
0.00400962309542903           0.999999999999994             
0.00481154771451484           0.999999999999993             
0.00561347233360064           0.999999999999998             
0.00641539695268645           1.0                           
0.00721732157177225           1.0                           
0.00801924619085806           1.0                           
0.00882117080994387           1.0                           
0.00962309542902967           1.0                           
0.0104250200481155            1.0                           
0.0112269446672013            1.0                           
0.0120288692862871            1.0                           
0.0128307939053729            1.0                           
0.0136327185244587            1.0                           
0.0144346431435445            1.0                           
0.0152365677626303            1.00000000000001              
0.0160384923817161            1.00000000000001              
0.0168404170008019            1.00000000000001              
0.0176423416198877            1.0                           
0.0184442662389735            1.00000000000001              
0.0192461908580593            1.00000000000001              
0.0200481154771451            1.0                           
0.020850040096231             1.0                           
0.0216519647153168            1.0                           
0.0224538893344026            1.0                           
0.0232558139534884            1.0                           
0.0240577385725742            1.0                           
0.02485966319166              1.0                           
0.0256615878107458            1.00000000000001              
0.0264635124298316            1.00000000000001              
0.0272654370489174            1.00000000000001              
0.0280673616680032            1.00000000000001              
0.028869286287089             1.00000000000002              
0.0296712109061748            1.00000000000002              
0.0304731355252606            1.00000000000002              
0.0312750601443464            1.00000000000002              
0.0320769847634322            1.00000000000002              
0.032878909382518             1.00000000000002              
0.0336808340016038            1.00000000000002              
0.0344827586206897            1.00000000000003              
0.0352846832397755            1.00000000000003              
0.0360866078588613            1.00000000000003              
0.0368885324779471            1.00000000000003              
0.0376904570970329            1.00000000000003              
0.0384923817161187            1.00000000000003              
0.0392943063352045            1.00000000000003              
0.0400962309542903            1.00000000000003              
0.0408981555733761            1.00000000000004              
0.0417000801924619            1.00000000000004              
0.0425020048115477            1.00000000000004              
0.0433039294306335            1.00000000000004              
0.0441058540497193            1.00000000000004              
0.0449077786688051            1.00000000000004              
0.0457097032878909            1.00000000000004              
0.0465116279069767            1.00000000000004              
0.0473135525260625            1.00000000000005              
0.0481154771451484            1.00000000000005              
0.0489174017642342            1.00000000000005              
0.04971932638332              1.00000000000005              
0.0505212510024058            1.00000000000005              
0.0513231756214916            1.00000000000005              
0.0521251002405774            1.00000000000005              
0.0529270248596632            1.00000000000005              
0.053728949478749             1.00000000000005              
0.0545308740978348            1.00000000000004              
0.0553327987169206            1.00000000000004              
0.0561347233360064            1.00000000000004              
0.0569366479550922            1.00000000000004              
0.057738572574178             1.00000000000004              
0.0585404971932638            1.00000000000004              
0.0593424218123496            1.00000000000004              
0.0601443464314354            1.00000000000004              
0.0609462710505213            1.00000000000004              
0.0617481956696071            1.00000000000003              
0.0625501202886929            1.00000000000003              
0.0633520449077787            1.00000000000004              
0.0641539695268645            1.00000000000004              
0.0649558941459503            1.00000000000004              
0.0657578187650361            1.00000000000004              
0.0665597433841219            1.00000000000003              
0.0673616680032077            1.00000000000003              
0.0681635926222935            1.00000000000003              
0.0689655172413793            1.00000000000003              
0.0697674418604651            1.00000000000003              
0.0705693664795509            1.00000000000003              
0.0713712910986367            1.00000000000003              
0.0721732157177225            1.00000000000003              
0.0729751403368083            1.00000000000003              
0.0737770649558941            1.00000000000002              
0.07457898957498              1.00000000000002              
0.0753809141940658            1.00000000000003              
0.0761828388131516            1.00000000000003              
0.0769847634322374            1.00000000000003              
0.0777866880513232            1.00000000000003              
0.078588612670409             1.00000000000003              
0.0793905372894948            1.00000000000003              
0.0801924619085806            1.00000000000003              
0.0809943865276664            1.00000000000003              
0.0817963111467522            1.00000000000003              
0.082598235765838             1.00000000000003              
0.0834001603849238            1.00000000000002              
0.0842020850040096            1.00000000000003              
0.0850040096230954            1.00000000000003              
0.0858059342421812            1.00000000000003              
0.086607858861267             1.00000000000003              
0.0874097834803528            1.00000000000003              
0.0882117080994387            1.00000000000003              
0.0890136327185245            1.00000000000003              
0.0898155573376103            1.00000000000003              
0.0906174819566961            1.00000000000002              
0.0914194065757819            1.00000000000002              
0.0922213311948677            1.00000000000002              
0.0930232558139535            1.00000000000002              
0.0938251804330393            1.00000000000002              
0.0946271050521251            1.00000000000002              
0.0954290296712109            1.00000000000002              
0.0962309542902967            1.00000000000002              
0.0970328789093825            1.00000000000002              
