time relative to tcryst: 53329850.9839136 years
r/r_wd                        rho                           c_sound                       N_squared                     v_conv                        B_crit                        r                             pressure                      B_crit_p
1.0                           0.00044298354697313674        4566299.102196132             -77.31914948540862            1.0000000000000327e-99        7.461029035815493e-101        0.0059202669386407124         5584788900.892249             374647.9070582715             
0.999931705147652             0.0008883219008918899         5592209.188355532             -39.0662892854429             71867.50563173203             7593.162398052244             0.005919862614884277          16700000725.618752            647855.5369497004             
0.9998976447548402            0.0012114786162248064         6182599.018461708             -15.913462410328865           60465.84314467812             7460.58566648126              0.005919660968266797          27816727136.67359             836128.3423948053             
0.9998726683508243            0.00148415942658111           6607932.156125742             -9.481833885446337            54882.04905633579             7495.067131777748             0.005919513101287855          38934564354.18491             989207.9310067276             
0.9998522798725328            0.001726612479628635          6947028.79712431              -6.509973962036393            50994.12979219485             7511.428797230303             0.005919392396053896          50053308436.52294             1121595.6707193356            
0.9998347537049166            0.0019649584281461584         7254686.205485699             -4.813799168612664            47913.07838405077             7528.97214201098              0.005919288636463197          62097997050.80747             1249276.9471576987            
0.9998167901299176            0.0022278112420150266         7567452.847749429             -3.5723973855220517           44848.11356209943             7503.921941491311             0.0059191822873040315         76583464853.3338              1387354.462477951             
0.9997972448538057            0.0024498702746369432         7806388.328622005             -2.5827290731527355           41401.937420830836            7264.35635914476              0.005919066574052059          89602317640.69301             1500650.4798776305            
0.9997860966151112            0.0026500987458053355         8016559.248660862             -2.1399627528147853           39360.63321612159             7182.8705038848075            0.005919000573503092          102199505911.58621            1602670.8132922265            
0.9997705320553791            0.0028983264535071304         8260945.373689792             -1.6276354688082595           36334.63323106044             6934.247890507644             0.005918908427154696          118672786267.29681            1727012.5732451894            
0.9997538313675504            0.003108782457158572          8453881.044138836             -1.173248208543709            32597.91904478505             6443.027353953991             0.0059188095546246905         133292945646.91664            1830305.196014472             
0.9997438084161461            0.003266403015008255          8594557.85547577              -0.9366556756392246           29991.87684755403             6076.359494371392             0.005918750216076864          144744542696.04257            1907308.8726917861            
0.9997342689364604            0.0034632189711571813         8765845.686547257             -0.7300834656644544           27114.835635310552            5656.553305128764             0.005918693739810669          159639823540.18347            2003044.276803109             
0.9997198608357819            0.003659649236013783          8926972.483610341             -0.43311711688802174          21185.027431800845            4543.114616774629             0.0059186084400085735         174952421789.378              2096910.571333461             
0.9997107267572829            0.003808439744430258          9046222.819012184             -0.235556615653332            14462.688859076607            3163.934758176135             0.005918554363825621          186963470926.84372            2167695.6737575894            
0.9997023423270696            0.003951294196871988          9155662.086879106             77.38428161779738             1.0000000000000327e-99        2.22830490023837e-100         0.005918504725760629          198699902178.54984            2234697.568715987             
0.9996942608930832            0.004135390604989531          9277178.034099985             548.551534957039              1.0000000000000327e-99        2.2796238939228734e-100       0.005918456881514184          213515057715.77887            2316510.02458559              
0.9996824884909828            0.004329451458107232          9383079.872018976             1027.8054321186673            1.0000000000000327e-99        2.3324984797306243e-100       0.0059183871857512406         228665594440.88345            2397288.7212419324            
0.9996746920063246            0.004476682746404538          9455795.060125904             1254.2649258886586            1.0000000000000327e-99        2.371827449757473e-100        0.0059183410284808806         240118309821.00696            2456589.3724854765            
0.9996683118665695            0.004626007595441748          9524338.469784785             1402.5127371956164            1.0000000000000327e-99        2.411060470190769e-100        0.005918303256350424          251734795801.7857             2515310.2156892167            
0.9996608226958005            0.0047900802212099925         9593707.327357274             1544.7098297177263            1.0000000000000327e-99        2.4534449929077334e-100       0.005918258918460323          264469567905.01117            2578147.6321241963            
0.9996535899419634            0.004934842898846921          9650584.349673463             1656.222920893213             1.0000000000000327e-99        2.4902422530860934e-100       0.005918216098626906          275697878949.1741             2632307.6280967062            
0.9996482306512663            0.005059785380130003          9697339.873218274             1725.4931421907002            1.0000000000000327e-99        2.521569715788837e-100        0.005918184370195377          285419568848.7                2678315.9196567414            
0.9996430036434563            0.005184470018888662          9741885.745668903             1783.9694557212747            1.0000000000000327e-99        2.55244924917995e-100         0.005918153424913851          295141462083.80566            2723548.052158778             
0.9996379022905922            0.005335505349349859          9793643.759939332             1833.602011698399             1.0000000000000327e-99        2.5893616517364006e-100       0.005918123223543148          306969931606.0687             2777588.1365048876            
0.9996307973250035            0.005513054761424696          9851019.11538219              1892.4085732051196            1.0000000000000327e-99        2.6320921212853614e-100       0.005918081160250273          320905175139.8071             2839934.281941276             
