time relative to tcryst: 4706089.502183542 years
r/r_wd                        B/B0
0.00076103500761035           0.999999999999999             
0.0015220700152207            1.0                           
0.00228310502283105           1.0                           
0.0030441400304414            0.999999999999999             
0.00380517503805175           1.0                           
0.0045662100456621            1.0                           
0.00532724505327245           1.0                           
0.0060882800608828            1.0                           
0.00684931506849315           1.0                           
0.0076103500761035            1.0                           
0.00837138508371385           1.0                           
0.0091324200913242            1.0                           
0.00989345509893455           1.0                           
0.0106544901065449            1.0                           
0.0114155251141553            1.0                           
0.0121765601217656            1.0                           
0.012937595129376             1.0                           
0.0136986301369863            1.0                           
0.0144596651445967            1.0                           
0.015220700152207             0.999999999999999             
0.0159817351598174            0.999999999999998             
0.0167427701674277            0.999999999999999             
0.0175038051750381            1.0                           
0.0182648401826484            1.0                           
0.0190258751902588            0.999999999999998             
0.0197869101978691            0.999999999999997             
0.0205479452054795            0.999999999999996             
0.0213089802130898            0.999999999999999             
0.0220700152207002            0.999999999999999             
0.0228310502283105            1.0                           
0.0235920852359209            1.0                           
0.0243531202435312            1.0                           
0.0251141552511416            1.0                           
0.0258751902587519            1.0                           
0.0266362252663623            1.00000000000001              
0.0273972602739726            1.00000000000001              
0.028158295281583             1.0                           
0.0289193302891933            1.0                           
0.0296803652968037            1.0                           
0.030441400304414             1.0                           
0.0312024353120244            1.0                           
0.0319634703196347            0.999999999999999             
0.0327245053272451            1.0                           
0.0334855403348554            1.0                           
0.0342465753424658            1.0                           
0.0350076103500761            1.0                           
0.0357686453576865            0.999999999999999             
0.0365296803652968            0.999999999999999             
0.0372907153729072            0.999999999999999             
0.0380517503805175            0.999999999999999             
0.0388127853881279            1.0                           
0.0395738203957382            1.0                           
0.0403348554033486            1.00000000000001              
0.0410958904109589            1.00000000000001              
0.0418569254185693            1.00000000000001              
0.0426179604261796            1.00000000000001              
0.04337899543379              1.00000000000002              
0.0441400304414003            1.00000000000001              
0.0449010654490107            1.00000000000001              
0.045662100456621             1.00000000000001              
0.0464231354642314            1.00000000000001              
0.0471841704718417            1.0                           
0.0479452054794521            1.0                           
0.0487062404870624            1.0                           
0.0494672754946728            1.0                           
0.0502283105022831            0.999999999999999             
0.0509893455098935            1.0                           
0.0517503805175038            1.0                           
0.0525114155251142            1.0                           
0.0532724505327245            1.0                           
0.0540334855403349            1.0                           
0.0547945205479452            1.0                           
0.0555555555555556            1.0                           
0.0563165905631659            1.0                           
0.0570776255707763            0.999999999999999             
0.0578386605783866            1.0                           
0.058599695585997             1.0                           
0.0593607305936073            1.0                           
0.0601217656012177            1.0                           
